variant,metric_01,metric_02,metric_03,metric_04,metric_05,metric_06,metric_07,metric_08,metric_09,metric_10,metric_11,metric_12,metric_13,metric_14,metric_15,metric_16,metric_17,metric_18,metric_19,metric_20
B,58.617,47.087,40.852,54.43,57.575,42.83,24.88,46.258,30.093,40.707,62.831,54.965,63.923,37.925,57.048,36.167,46.904,50.133,61.318,66.575
B,39.543,54.61,53.285,49.878,50.376,51.421,53.849,56.826,60.494,48.821,42.273,65.231,60.942,53.691,45.775,53.028,57.073,69.302,32.921,43.46
B,30.072,50.534,36.261,40.585,52.729,48.053,59.625,48.844,48.676,54.233,71.69,40.241,65.939,42.706,44.105,34.93,43.399,61.38,40.241,56.918
B,27.495,43.256,42.953,30.661,32.381,27.661,40.759,38.899,45.456,43.875,47.482,67.364,49.935,48.556,54.436,54.244,36.231,47.097,47.288,48.405
B,41.709,33.828,32.806,54.196,46.532,58.3,52.172,60.188,44.84,55.46,69.849,50.89,56.769,51.163,30.817,38.416,55.561,63.289,65.46,45.344
B,68.425,35.393,68.841,29.534,50.777,48.702,34.988,62.57,54.282,54.736,57.225,52.541,58.002,41.364,56.381,64.218,55.813,61.147,52.691,43.135
B,23.589,53.995,34.268,60.28,53.175,35.233,38.92,53.817,46.575,52.311,57.896,49.982,37.743,38.544,32.892,64.477,47.091,50.416,45.541,49.886
B,51.304,40.314,58.598,50.173,40.939,29.9,44.774,53.523,50.914,59.517,34.188,51.689,43.474,30.033,59.266,57.484,56.155,45.995,29.179,66.016
B,59.645,48.273,59.16,45.727,55.324,66.058,36.47,59.23,55.819,26.509,51.216,43.806,27.918,39.175,65.469,72.073,60.254,54.238,44.887,36.762
B,40.304,66.933,47.625,62.69,49.719,29.223,38.241,60.062,49.079,42.553,55.597,50.251,51.446,46.121,62.747,43.147,48.394,65.66,32.858,36.929
B,48.317,34.289,55.841,54.228,54.226,40.315,50.748,60.861,65.563,42.637,58.789,54.716,58.164,41.964,40.672,60.304,50.509,53.872,60.055,63.49
B,49.626,35.302,47.818,61.582,53.829,72.319,47.151,52.067,34.446,62.11,34.87,58.265,49.694,46.016,54.038,51.87,50.987,40.147,46.106,48.292
B,53.54,61.124,39.693,48.587,45.915,65.507,50.727,47.039,54.02,29.764,40.99,51.844,43.839,36.835,46.83,44.203,63.488,35.059,38.458,60.924
B,56.961,60.925,54.0,49.865,38.577,57.909,49.853,53.091,53.094,60.399,51.647,46.008,38.954,56.378,49.114,54.778,45.702,54.889,70.883,52.756
B,51.107,61.573,54.087,56.11,52.643,43.735,50.979,32.776,58.758,43.254,71.561,70.615,52.722,63.526,46.263,33.424,49.474,62.87,68.138,43.392
B,47.15,27.397,47.058,37.146,49.322,47.315,63.754,48.52,47.571,67.888,49.416,48.394,43.391,40.723,66.86,44.952,51.84,46.398,70.576,53.413
B,32.286,65.527,52.411,37.188,66.811,39.491,61.265,57.31,36.21,44.998,38.67,44.161,73.207,70.558,41.25,44.057,58.77,30.073,54.612,51.992
B,34.384,41.236,41.024,61.329,38.948,62.743,51.274,25.489,54.727,61.758,29.995,68.466,44.574,65.159,49.407,49.187,48.376,50.315,43.393,51.012
B,52.209,50.062,43.592,43.474,59.035,41.031,64.904,36.895,54.99,48.892,54.066,28.472,56.254,62.827,37.476,48.219,60.339,39.739,54.93,65.602
B,44.81,30.585,46.144,35.803,35.691,44.338,71.989,61.5,57.176,61.951,47.193,62.256,29.591,54.847,30.693,77.307,46.807,46.58,56.984,55.15
B,56.944,56.662,53.122,43.57,67.602,58.426,52.05,54.156,51.477,50.177,60.185,50.72,43.485,56.538,31.649,60.752,50.944,57.792,55.295,53.475
B,58.687,48.203,38.32,49.509,59.576,70.191,48.868,44.483,52.959,29.078,65.098,55.988,47.114,55.094,48.901,48.299,65.897,44.641,41.318,54.721
B,62.325,44.595,56.528,64.652,49.106,47.338,59.372,40.042,45.357,46.792,52.985,54.844,52.488,61.349,38.347,62.047,49.185,50.244,40.587,53.91
B,40.075,53.529,48.411,46.428,59.047,48.513,47.625,54.272,43.742,54.825,41.812,47.862,25.966,56.302,41.79,33.167,45.06,51.091,66.577,54.884
B,51.63,50.976,50.69,52.43,38.391,42.562,47.785,60.503,45.945,51.679,42.93,56.693,40.914,65.44,40.374,52.756,49.248,47.85,64.266,60.945
B,46.232,42.538,56.66,41.003,38.865,37.948,53.471,52.885,46.441,52.141,48.344,26.329,27.03,39.901,67.014,48.146,29.063,53.865,47.752,63.807
B,49.759,59.262,57.257,36.564,37.944,46.88,59.648,37.183,50.794,57.041,51.001,53.082,42.346,32.271,45.101,60.965,55.396,51.177,56.187,55.567
B,46.875,42.894,47.292,64.609,45.397,44.983,56.492,45.934,53.255,30.639,36.985,58.239,44.862,58.399,50.26,49.845,57.835,56.515,54.227,56.052
B,36.888,62.489,60.948,47.55,54.97,44.628,40.732,54.392,48.21,42.386,56.938,29.401,53.788,49.942,47.226,36.026,40.804,55.274,59.701,51.157
B,37.118,54.426,45.602,48.855,51.055,42.162,32.91,56.221,47.415,45.412,41.0,76.832,21.541,53.178,47.467,40.32,47.979,70.855,27.988,74.035
B,59.916,43.432,58.144,59.23,39.583,46.951,58.352,42.248,47.868,56.787,37.494,61.835,40.946,54.02,82.065,62.981,56.534,68.15,42.884,37.8
B,54.67,48.869,56.43,66.392,52.312,57.41,59.528,53.113,30.159,66.542,39.116,58.072,43.857,41.406,48.17,42.12,51.756,54.034,52.2,43.981
B,54.214,46.544,57.798,36.176,60.649,39.298,33.739,35.533,39.734,34.233,50.042,54.064,47.903,44.246,40.484,37.749,46.558,55.656,54.76,46.995
B,51.323,49.844,51.055,53.516,31.579,47.785,44.235,40.991,62.223,52.76,60.087,61.931,34.801,49.538,37.684,53.276,22.946,52.598,33.371,42.354
B,47.938,55.639,43.31,47.362,51.796,57.619,54.98,47.568,57.018,43.161,44.888,49.842,43.405,56.716,41.026,67.559,44.483,54.679,45.308,56.617
B,68.011,57.054,62.037,52.014,47.705,42.599,60.061,56.58,33.497,56.061,37.555,29.262,52.525,43.377,42.916,51.885,57.003,42.829,57.436,41.55
B,39.472,57.41,46.815,28.794,56.471,53.848,48.036,48.432,47.527,55.959,34.988,53.056,58.204,57.413,46.887,36.837,42.627,44.278,42.129,64.113
B,38.369,56.094,49.268,38.876,35.925,49.101,56.739,55.832,45.538,52.855,35.855,33.156,53.408,46.347,36.868,51.278,40.827,41.961,62.681,39.243
B,37.823,37.968,43.779,46.701,55.716,31.879,42.861,55.514,45.208,55.304,58.157,45.155,57.139,50.957,61.74,38.357,51.265,57.899,61.204,62.204
B,50.261,63.828,52.676,46.883,47.509,40.479,61.631,41.211,48.758,40.284,65.815,47.678,42.188,55.918,51.349,66.843,51.585,48.936,46.446,50.208
B,48.757,62.52,46.217,41.177,40.006,54.659,48.807,35.13,36.669,60.098,52.816,70.751,39.405,38.596,39.217,54.33,48.956,39.413,49.522,58.451
B,64.403,75.02,46.167,61.386,42.384,49.346,58.048,47.829,62.243,53.054,42.085,42.071,48.043,62.266,59.842,48.899,52.434,41.644,47.956,50.174
B,51.962,39.441,46.195,42.365,37.098,39.936,62.735,70.711,44.987,56.832,16.979,35.08,52.158,53.376,43.253,51.827,50.154,53.002,39.953,73.312
B,40.946,37.747,62.641,58.983,39.705,54.735,53.689,49.663,36.345,44.107,48.392,61.519,39.342,52.402,56.171,26.9,58.115,56.364,44.759,63.026
B,62.914,61.647,39.332,46.256,68.475,70.256,43.579,67.335,55.648,52.567,50.506,56.738,53.261,52.272,51.726,52.434,23.353,72.379,54.319,40.65
B,46.489,62.911,47.72,54.298,63.143,42.257,47.211,58.563,53.23,39.029,52.036,46.718,56.94,63.985,55.709,56.462,58.799,53.144,54.17,49.358
B,47.47,54.406,53.976,52.478,52.815,40.843,51.191,60.926,66.794,59.518,39.584,51.318,48.261,44.969,61.938,49.195,49.241,74.231,59.563,69.55
B,63.865,38.076,21.863,57.8,40.24,53.48,35.964,31.547,47.487,69.344,50.852,50.065,52.92,50.556,38.631,41.834,30.563,65.721,34.21,36.449
B,66.441,50.405,51.046,52.184,50.052,54.465,42.28,52.049,58.93,71.701,45.047,42.433,38.322,44.733,41.012,52.327,44.216,56.39,52.765,49.632
B,51.06,44.862,65.913,47.581,59.41,57.454,54.517,43.774,58.545,56.622,52.09,58.974,46.333,64.463,37.111,63.597,72.386,42.817,58.88,39.619
B,41.332,59.577,56.829,42.383,51.972,42.685,48.053,51.329,51.391,53.528,52.643,47.315,55.906,67.139,40.802,56.052,36.216,52.979,65.464,56.417
B,57.627,46.14,54.666,51.35,55.985,41.723,49.464,55.013,49.77,58.279,54.838,62.345,46.778,35.384,40.56,34.17,35.571,48.009,43.25,51.069
B,44.496,44.07,51.238,66.125,58.474,54.795,65.875,77.955,41.376,40.221,67.596,54.05,52.861,46.279,56.815,48.685,45.482,47.492,51.76,54.638
B,51.304,36.4,36.001,65.561,47.412,57.002,53.545,56.576,50.846,50.443,61.481,45.308,66.08,48.482,42.876,50.146,46.714,49.035,51.641,45.977
B,59.741,51.332,53.094,57.929,50.621,57.652,38.654,52.503,42.876,34.876,45.458,48.803,55.127,34.282,55.412,39.377,45.528,50.952,42.797,50.318
B,49.784,56.027,29.493,61.825,45.835,41.529,64.222,48.918,51.305,49.764,42.716,54.546,43.453,64.118,61.017,48.395,46.613,57.165,43.612,44.219
B,45.0,39.142,50.527,46.047,63.328,46.608,48.083,41.473,34.721,37.648,46.474,57.186,33.337,37.41,47.179,35.393,44.572,48.111,42.697,49.335
B,55.761,43.013,51.679,62.645,35.046,37.96,44.693,49.437,56.961,52.633,49.194,40.82,57.145,47.177,64.218,59.047,33.179,54.691,45.206,52.159
B,34.943,50.143,48.517,61.172,64.284,50.567,41.57,54.408,25.906,62.208,44.393,52.143,62.87,64.792,46.307,49.914,56.694,39.142,61.675,42.72
B,64.972,40.015,51.545,45.973,36.133,41.779,47.627,50.846,60.726,54.251,42.251,35.415,34.434,60.218,55.749,51.898,51.486,47.229,37.823,56.8
B,56.774,51.261,47.662,59.419,45.153,42.005,45.425,58.989,57.291,28.21,44.93,48.563,56.675,68.126,43.873,38.016,58.85,64.785,50.489,39.856
B,71.128,33.154,40.387,49.091,67.928,46.92,52.677,62.709,50.154,46.805,44.594,53.317,38.292,44.785,49.476,70.997,44.928,51.135,37.587,48.579
B,78.825,44.605,39.272,36.838,39.821,42.931,53.617,28.182,63.583,43.628,58.064,54.087,58.748,66.669,38.888,48.466,49.204,47.777,57.064,46.769
B,59.964,50.092,49.044,49.119,38.504,55.243,64.783,52.726,51.903,53.259,52.498,44.885,29.446,51.939,43.295,50.044,30.807,52.233,41.176,45.998
B,49.878,57.841,49.385,38.372,53.576,60.751,39.95,54.549,49.939,46.835,44.095,28.693,63.077,57.021,42.076,55.412,60.521,43.227,46.473,61.548
B,57.885,56.972,52.31,43.532,53.333,50.479,34.729,50.575,41.139,61.676,52.912,46.033,21.429,47.732,60.35,52.546,66.14,61.252,38.642,52.608
B,54.368,41.79,55.468,49.04,63.449,50.962,51.894,44.161,59.285,75.409,54.787,68.846,47.801,55.935,49.291,63.748,47.738,71.724,46.942,56.448
B,39.795,36.505,37.111,57.392,58.984,33.899,49.171,45.814,48.358,36.679,53.201,51.44,57.026,72.029,60.307,60.474,57.883,51.056,36.081,50.043
B,48.846,53.101,56.633,29.879,45.72,48.222,55.155,50.614,65.786,53.776,56.647,51.524,48.874,62.591,34.976,53.266,44.508,56.643,49.258,49.682
B,40.129,51.34,68.841,43.189,55.22,51.638,58.286,55.962,50.17,34.846,37.711,58.184,58.929,49.177,59.617,65.927,41.638,31.457,47.754,55.751
B,41.303,56.597,48.127,61.844,42.614,39.138,62.772,37.373,46.882,55.69,81.006,56.612,44.094,61.837,58.471,45.701,51.578,70.453,40.325,52.99
B,42.662,51.934,46.496,58.66,49.189,46.368,33.29,62.397,41.489,45.291,60.371,54.048,63.063,45.633,32.09,35.07,49.737,66.584,45.926,39.96
B,42.024,55.842,38.845,63.529,51.19,61.743,62.639,41.408,54.908,41.349,49.905,84.523,71.352,57.879,61.494,65.185,53.849,51.673,63.497,61.089
B,59.436,56.015,46.068,45.625,31.816,51.197,48.71,45.27,35.973,60.858,56.076,38.417,47.364,50.671,58.803,42.262,57.192,37.0,50.98,56.663
B,26.345,50.164,67.345,22.482,44.772,50.431,49.06,69.984,48.859,63.018,33.087,66.958,63.919,46.856,59.821,62.471,36.403,56.281,45.666,57.071
B,38.981,69.555,43.06,61.652,68.443,36.486,41.449,50.904,46.482,53.983,45.662,38.83,55.591,56.069,69.214,67.139,40.359,54.743,44.318,49.613
B,54.413,60.511,52.957,54.073,36.215,29.001,43.505,46.855,54.546,56.79,33.264,46.617,46.072,48.876,58.554,23.503,39.945,55.21,39.426,57.028
B,41.04,32.762,52.995,39.075,58.759,49.782,42.624,68.088,54.563,59.132,47.198,56.867,48.592,65.052,31.977,47.625,55.035,53.263,46.954,59.528
B,54.491,62.234,45.953,75.272,40.087,36.013,45.313,48.05,36.857,56.396,42.068,51.125,47.024,43.681,57.165,53.072,41.768,31.881,62.429,60.036
B,38.358,35.755,47.995,38.324,69.332,52.947,63.048,37.885,55.766,41.815,42.724,59.676,41.59,56.209,53.943,59.243,44.829,47.874,52.485,47.59
B,47.849,31.839,55.065,58.397,50.176,60.71,40.588,59.464,55.131,33.609,57.962,46.229,58.039,45.739,43.078,48.308,55.446,46.496,50.893,45.661
B,48.359,43.066,58.58,54.343,48.68,59.124,45.623,36.21,50.876,53.625,43.171,58.35,54.402,42.505,60.995,53.179,48.604,45.261,66.053,62.471
B,44.884,38.858,59.749,37.711,47.616,38.172,48.06,64.892,57.013,55.092,55.072,55.571,45.344,68.108,65.519,47.779,57.131,41.886,31.587,35.63
B,64.659,56.076,66.193,56.619,30.744,41.742,44.312,32.051,44.681,55.134,46.416,36.507,47.324,38.673,56.947,55.269,43.948,54.742,65.251,41.174
B,42.285,45.075,53.39,39.779,66.845,53.806,41.068,60.208,63.402,38.596,44.383,55.632,52.192,54.489,65.392,50.902,48.229,41.279,36.602,75.084
B,51.192,69.101,59.076,27.057,38.895,47.103,46.759,48.358,50.354,46.327,64.532,43.867,36.592,57.601,57.564,54.805,63.895,54.464,56.164,58.01
B,50.423,53.724,58.942,45.762,70.022,47.308,54.139,50.614,52.963,54.133,55.323,66.165,24.092,61.955,45.53,47.069,48.213,68.359,48.293,40.712
B,52.642,45.577,52.11,66.573,55.066,43.177,49.83,40.888,49.128,66.867,49.548,45.411,51.864,51.853,48.689,50.3,66.3,61.672,50.993,68.712
B,38.223,59.138,33.078,45.773,44.551,33.366,49.093,40.567,44.846,44.321,50.276,50.678,33.128,49.006,55.071,59.791,61.89,40.747,50.377,51.115
B,47.998,46.823,53.216,43.239,60.944,44.2,60.625,29.519,55.696,43.309,48.377,56.11,29.265,48.38,39.858,47.035,52.649,36.721,46.256,46.763
B,55.934,35.884,60.698,63.074,58.687,41.412,57.037,47.583,41.196,41.469,57.93,48.931,49.582,56.13,52.674,65.356,53.228,52.086,32.883,58.503
B,53.335,61.666,51.23,47.491,53.711,50.129,55.371,59.649,60.79,45.086,39.002,58.216,53.403,30.046,39.925,46.415,56.633,34.415,40.29,42.978
B,62.804,44.44,23.333,53.791,46.258,36.316,54.206,55.531,32.819,41.898,51.937,18.453,57.545,59.742,48.857,49.244,48.187,38.881,32.383,34.664
B,45.104,62.059,53.399,50.668,55.92,39.403,34.015,43.803,48.717,35.062,42.581,71.602,54.477,38.649,71.418,56.637,38.415,60.279,40.192,54.998
B,53.162,34.877,47.844,59.353,39.94,57.85,43.333,46.501,39.953,29.648,40.648,52.989,49.669,66.646,45.115,39.441,42.619,62.878,47.936,45.931
B,62.849,50.472,60.011,46.039,50.826,34.601,46.991,57.168,53.157,52.375,54.166,72.06,46.588,53.702,43.285,50.466,45.22,37.357,39.983,70.909
B,40.177,45.088,70.612,47.823,51.828,56.133,41.074,62.093,57.193,45.711,49.399,50.336,49.956,43.041,53.192,50.938,53.792,32.942,64.557,45.068
B,59.949,64.859,58.673,51.966,59.026,49.814,49.657,38.823,55.976,54.005,39.975,55.131,45.294,47.705,46.206,53.73,54.174,45.317,41.64,60.59
B,54.033,61.94,44.486,24.1,31.75,27.334,69.323,54.56,37.22,47.052,47.117,61.788,67.581,52.168,48.918,46.473,54.049,34.69,39.936,14.689
B,30.786,34.651,47.843,37.576,51.57,68.777,46.443,58.764,51.856,56.23,74.976,52.596,32.805,58.033,43.509,52.957,51.192,64.088,43.923,38.475
B,48.67,53.577,49.865,63.704,64.747,35.965,31.06,54.324,38.148,59.517,58.559,46.705,47.415,43.804,32.341,40.254,31.118,45.76,48.782,61.14
B,31.897,50.12,53.631,28.938,49.799,64.328,43.863,41.902,52.497,46.797,54.976,44.536,29.248,65.573,63.496,60.988,39.79,59.42,50.098,68.649
B,56.347,42.571,56.146,47.766,59.337,49.222,35.593,52.415,54.826,33.943,52.776,58.209,61.331,60.253,49.071,55.792,44.878,35.847,39.516,71.7
B,49.275,25.17,44.577,26.521,65.68,51.598,57.032,45.538,62.41,60.661,38.193,48.459,46.323,50.101,56.223,46.664,66.505,50.131,31.091,53.594
B,54.397,60.47,49.346,45.423,50.709,53.862,61.294,50.767,62.163,40.962,49.066,39.065,48.551,34.711,47.35,74.619,56.031,55.142,65.861,50.868
B,47.213,52.504,59.039,62.819,45.215,42.853,55.542,50.467,50.006,59.654,56.156,39.817,42.081,50.013,51.47,43.892,47.506,39.976,53.352,55.625
B,52.782,56.03,47.798,63.369,53.049,60.978,41.843,42.22,52.277,50.613,45.235,41.561,47.437,31.979,48.081,51.793,45.62,46.48,31.69,50.469
B,61.037,42.67,45.449,58.603,55.812,50.777,55.536,49.081,50.928,53.583,62.203,59.619,53.448,53.642,59.855,62.693,53.283,66.236,38.818,48.73
B,63.96,59.683,35.909,34.151,41.538,38.539,44.318,47.882,58.965,47.711,48.141,58.22,51.532,56.288,41.891,40.481,41.025,34.912,53.839,41.356
B,44.583,52.89,38.82,59.68,40.293,37.219,31.856,63.897,42.7,46.69,52.541,43.289,54.356,41.944,67.284,41.63,37.855,46.09,39.274,37.533
B,46.361,43.435,47.772,38.403,55.476,51.457,44.024,41.37,42.74,41.345,62.425,56.134,45.172,46.403,53.614,52.251,51.696,49.201,36.628,44.854
B,58.57,41.863,54.851,49.474,56.092,56.015,54.749,52.466,54.474,57.418,56.168,32.48,39.975,60.193,59.565,52.334,38.477,46.22,46.817,37.522
B,69.24,61.66,58.538,37.408,45.295,39.485,33.976,42.19,76.763,44.69,31.952,59.5,57.862,50.225,36.293,46.774,66.683,51.825,34.858,51.55
B,53.283,38.522,47.323,34.71,40.956,48.158,66.986,52.384,67.09,53.112,54.44,47.812,54.428,58.236,48.842,54.2,41.458,43.571,49.089,46.835
B,25.31,65.044,40.299,50.952,55.144,44.734,58.545,44.896,55.457,70.949,80.812,58.487,34.159,48.949,57.303,59.547,67.753,51.925,39.931,41.331
B,53.457,62.489,61.262,49.058,48.248,46.711,52.396,54.794,49.021,33.816,66.113,46.495,64.355,58.683,69.149,55.599,38.04,63.766,43.536,41.987
B,62.27,40.823,57.049,53.037,37.587,45.939,41.304,63.043,49.704,42.861,60.555,41.673,53.149,54.923,45.853,40.251,47.301,58.964,42.065,53.794
B,27.763,58.682,59.565,53.889,47.763,56.74,44.516,46.815,53.865,58.125,55.158,42.701,67.662,49.295,46.727,54.658,48.846,58.205,65.907,68.739
B,46.189,54.533,41.614,58.63,71.901,56.705,42.867,46.544,35.193,47.016,56.844,57.091,43.83,45.02,50.513,43.965,47.788,46.094,67.976,51.484
B,50.212,48.136,37.777,52.247,35.226,54.915,34.675,46.935,40.004,62.022,45.111,45.802,45.359,38.894,72.623,54.673,47.758,52.265,44.982,27.909
B,34.537,65.473,47.591,46.911,52.396,43.775,48.268,54.58,58.311,51.08,45.513,57.416,49.579,43.499,69.806,51.392,59.864,34.693,47.842,52.517
B,42.147,43.691,51.327,37.45,54.295,45.836,52.104,63.843,39.869,51.154,58.852,51.489,35.559,29.347,59.639,52.137,59.365,59.088,48.728,45.197
B,57.636,39.408,44.285,44.904,38.122,33.071,42.249,51.797,55.336,36.481,70.416,52.184,41.955,51.589,27.445,48.405,62.812,66.45,72.688,47.707
B,42.564,32.242,42.146,39.221,53.502,58.972,52.714,52.483,61.337,70.533,44.836,51.664,66.452,54.98,57.76,43.337,32.712,45.621,61.956,61.831
B,47.91,55.854,50.886,44.187,56.337,51.476,38.738,38.855,32.199,45.609,30.907,67.548,61.176,51.845,44.519,58.18,48.326,36.253,49.873,50.106
B,35.54,62.787,45.775,64.187,37.375,48.011,60.541,64.43,54.607,58.793,53.021,44.554,64.108,49.283,44.872,54.365,41.698,37.643,52.211,37.052
B,39.653,41.316,52.769,56.301,42.982,42.551,44.672,45.653,33.31,56.603,57.773,54.992,25.272,46.968,32.561,41.408,50.247,51.889,57.813,60.499
B,35.299,57.314,44.457,50.045,45.452,25.299,50.899,52.961,44.244,52.548,62.466,56.494,51.169,50.583,58.408,44.88,61.575,39.753,48.797,67.532
B,44.836,45.781,55.714,77.797,52.591,32.483,70.13,55.909,62.806,59.0,59.832,57.175,47.575,52.462,56.111,40.473,42.113,25.028,56.606,48.38
B,43.94,40.992,40.595,63.083,54.087,44.714,50.658,45.929,55.133,40.651,53.652,44.707,67.807,52.841,53.46,52.959,32.638,48.622,52.273,55.651
B,44.196,43.371,45.685,40.494,80.234,29.038,71.672,45.661,56.594,36.035,29.17,48.837,40.293,62.282,62.002,60.78,66.554,43.042,68.715,58.61
B,59.027,55.523,62.382,32.708,51.441,41.518,67.675,51.636,68.172,35.949,56.712,54.161,67.286,48.87,51.282,67.405,47.943,58.027,42.254,49.629
B,39.047,66.835,30.304,45.581,58.924,37.131,40.558,46.166,46.747,57.851,69.254,52.367,43.729,60.671,50.163,63.354,54.116,45.191,48.283,79.146
B,54.689,53.487,58.098,49.942,61.887,56.87,48.827,52.873,62.292,59.676,25.645,53.031,50.663,46.142,44.315,33.455,53.512,53.011,55.084,28.461
B,50.078,47.842,35.804,73.678,65.007,64.461,42.854,65.526,59.053,43.009,53.829,51.393,35.79,64.954,44.252,47.503,44.934,37.501,47.459,52.507
B,51.179,59.541,44.698,65.153,46.514,48.283,36.042,51.597,47.136,40.319,56.468,52.386,63.692,46.749,56.689,51.936,32.797,52.475,46.954,49.483
B,49.414,51.966,53.262,47.547,47.225,55.307,60.912,44.721,42.787,50.667,54.064,49.219,50.861,32.03,39.412,62.897,49.679,39.708,49.113,57.609
B,51.546,38.139,61.297,42.792,56.283,53.737,57.925,66.206,23.98,46.748,52.384,39.015,45.574,65.27,41.483,50.253,66.944,45.237,45.155,36.591
B,48.463,68.638,58.402,50.845,62.658,51.049,62.608,36.77,48.243,60.291,64.421,31.953,83.615,62.078,59.33,50.76,56.453,61.308,33.262,44.038
B,53.567,42.013,60.021,49.442,71.208,67.494,58.336,62.658,58.065,55.637,64.173,46.028,40.59,63.01,40.621,40.366,57.295,42.957,51.172,45.754
B,33.082,59.366,39.653,62.793,50.252,47.758,39.828,53.28,54.893,64.217,58.381,54.379,37.659,53.303,41.404,44.139,56.078,58.013,38.852,53.364
B,40.071,49.045,55.964,47.834,46.068,43.685,63.97,40.879,45.587,60.926,49.99,61.292,55.297,39.164,48.358,46.125,44.825,42.207,43.899,59.014
B,52.868,45.049,39.71,49.685,49.673,56.316,54.763,52.798,47.694,41.697,55.356,61.7,32.711,58.39,50.87,46.302,51.219,47.375,64.894,41.018
B,45.596,32.783,38.021,54.456,67.159,55.358,35.643,48.433,50.743,50.466,58.829,56.036,46.788,51.475,41.427,49.65,59.575,61.279,62.474,37.031
B,52.001,57.079,54.534,44.223,51.297,53.458,59.565,51.502,62.857,64.533,43.521,51.99,48.166,55.618,56.453,47.791,52.856,49.128,50.766,51.287
B,53.487,49.555,57.326,67.747,61.609,55.234,50.103,58.533,47.637,42.668,53.996,53.589,58.38,27.373,45.923,67.505,51.824,38.687,37.604,62.41
B,70.881,35.82,41.771,36.442,25.641,45.612,58.947,43.914,46.023,42.747,60.898,36.079,50.501,43.737,47.891,47.413,33.457,39.566,49.109,50.314
B,35.151,51.897,25.614,58.623,58.273,49.338,59.519,34.34,21.18,53.118,51.825,54.202,33.389,56.608,45.621,54.434,27.333,53.425,46.495,41.72
B,48.238,43.522,57.062,52.196,50.046,50.613,56.37,20.869,46.037,67.164,63.901,60.276,41.647,44.921,43.851,63.373,62.749,44.859,56.376,43.508
B,69.809,53.227,41.48,73.592,50.437,45.259,53.54,54.783,64.773,48.821,49.798,53.418,46.146,40.26,47.953,46.974,46.89,33.342,29.379,53.356
B,59.713,53.556,65.835,45.176,41.676,34.118,33.326,58.149,68.567,38.106,49.195,52.778,50.999,48.101,44.359,45.576,67.554,52.891,35.03,61.267
B,53.908,62.943,57.387,68.312,39.003,52.802,60.239,33.612,68.441,60.754,47.734,48.741,58.108,57.668,43.488,68.204,57.159,42.427,59.058,49.188
B,44.609,60.487,62.825,47.116,56.031,50.563,37.808,61.326,53.275,53.774,53.25,52.285,45.439,47.318,51.527,46.652,55.711,61.545,56.084,59.63
B,46.234,53.388,51.736,47.206,42.184,51.144,73.98,55.937,44.287,53.155,35.64,47.494,52.734,43.472,68.128,53.361,47.79,44.23,42.86,64.134
B,54.647,43.497,49.543,61.236,42.48,65.032,44.669,50.749,42.759,52.251,40.98,64.817,47.17,62.752,55.605,52.2,47.722,61.804,43.547,59.004
B,39.562,45.029,42.326,54.466,39.999,52.775,77.256,63.791,50.241,50.505,37.078,60.269,41.652,49.784,55.701,57.017,56.212,66.832,69.251,39.615
B,49.316,58.136,46.888,65.651,49.138,61.166,58.217,44.388,37.295,46.816,51.916,47.672,57.078,56.676,65.951,54.164,50.391,53.129,50.312,55.544
B,35.921,50.324,64.371,52.791,60.271,41.766,44.172,35.729,59.562,44.147,37.767,45.483,62.529,54.772,34.143,55.107,57.659,56.61,51.642,57.192
B,44.82,48.854,64.63,38.626,50.828,63.29,43.911,32.681,62.25,42.332,22.294,49.802,53.586,45.647,39.426,44.499,55.919,51.587,43.942,46.562
B,53.616,47.184,29.437,52.677,56.789,45.048,37.044,57.195,51.022,39.64,44.377,61.174,33.022,47.934,58.829,47.656,58.143,59.752,55.118,51.657
B,43.8,47.746,52.429,37.299,57.016,73.865,49.334,53.255,52.258,37.64,51.167,57.013,31.135,48.935,46.582,62.991,52.025,34.657,47.766,57.426
B,47.621,57.209,71.034,42.693,42.732,61.394,58.138,55.014,58.305,32.442,60.835,61.622,49.615,55.647,62.767,56.023,45.124,45.432,41.74,32.82
B,70.208,50.418,41.489,53.011,66.363,37.732,66.166,55.557,47.581,37.656,41.819,38.059,49.335,76.295,50.321,78.731,55.059,52.097,55.513,57.49
B,47.015,72.781,48.373,45.665,58.197,50.89,59.228,45.168,42.789,44.21,53.417,40.296,46.254,53.488,52.048,30.629,45.731,64.673,30.364,49.923
B,48.259,40.519,46.296,48.033,66.988,65.293,54.763,45.224,33.634,52.342,59.05,58.346,52.104,42.915,38.46,51.285,64.16,52.437,48.992,56.977
B,50.363,41.007,51.732,42.381,47.577,78.975,33.525,50.082,58.57,48.205,55.033,52.595,51.057,70.494,45.828,52.923,52.841,54.706,50.508,50.049
B,46.164,45.03,33.014,56.709,49.692,45.904,51.51,51.73,47.289,35.387,51.755,57.378,57.894,45.536,49.692,55.88,55.882,56.683,52.605,39.528
B,37.291,30.928,47.88,53.826,51.302,55.809,41.495,64.426,56.049,52.524,46.673,48.415,34.376,45.802,47.013,63.638,51.634,59.572,48.6,44.998
B,59.809,59.903,35.764,60.834,42.664,67.127,40.386,44.133,57.146,50.652,44.036,54.546,30.662,49.275,51.054,47.142,41.534,61.797,39.935,41.627
